award_id,generated_unique_award_id,display_award_id,category,type,type_description,piid,fain,uri,total_obligation,description,award_amount,total_subsidy_cost,total_loan_value,update_date,recipient_name,recipient_unique_id,recipient_hash,recipient_agg_key,parent_recipient_unique_id,business_categories,action_date,fiscal_year,last_modified_date,period_of_performance_start_date,period_of_performance_current_end_date,date_signed,ordering_period_end_date,original_loan_subsidy_cost,face_value_loan_guarantee,awarding_agency_id,funding_agency_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_code,funding_toptier_agency_code,awarding_subtier_agency_code,funding_subtier_agency_code,funding_toptier_agency_agg_key,funding_subtier_agency_agg_key,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,recipient_location_city_name,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,pop_city_name,pop_city_code,cfda_number,cfda_title,cfda_agg_key,sai_number,type_of_contract_pricing,extent_competed,type_set_aside,product_or_service_code,product_or_service_description,naics_code,naics_description,recipient_location_county_agg_key,recipient_location_congressional_agg_key,recipient_location_state_agg_key,pop_county_agg_key,pop_congressional_agg_key,pop_state_agg_key,tas_paths,tas_components,disaster_emergency_fund_codes,total_covid_outlay,total_covid_obligation
26526500,CONT_AWD_N0042108C0009_9700_-NONE-_-NONE-,N0042108C0009,contract,D,DCA,N0042108C0009,,,303172.00,"R&D FOR TASKS 100,200,300",303172.00,0.00,0.00,2018-02-03 18:54:06.983782+00,UNITED TECHNOLOGIES CORPORATION,118345743,c6c48891-90f2-7966-08b5-04842d872332,"{""name"":""UNITED TECHNOLOGIES CORPORATION"",""unique_id"":""118345743"",""hash"":""c6c48891-90f2-7966-08b5-04842d872332"",""levels"":""{C}""}",001344142,"{category_business,other_than_small_business}",2008-08-29,2008,2008-09-30,2007-12-18,2009-10-29,2007-12-18,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,CT,,,01,,EAST HARTFORD,USA,UNITED STATES,CT,003,HARTFORD,06108,01,EAST HARTFORD,,,,,,U,A,NONE,AC13,R&D- DEFENSE SYSTEM: AIRCRAFT (ADVANCED DEVELOPMENT),336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""01"",""population"":""715049""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""county_code"":""003"",""county_name"":""HARTFORD"",""population"":""891720""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""01"",""population"":""715049""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}",,,,,
147500,CONT_AWD_0001_9700_W52H0907D0153_9700,0001,contract,C,DO,0001,,,265500.00,"LEVER, BREECHBLOCK, PART NUMBER 12999957 FOR THE M240 MACHINE GUN",265500.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"HY-TEK MANUFACTURING CO., INC.",106924822,06fe1939-339f-2f18-891d-853dead474df,"{""name"":""HY-TEK MANUFACTURING CO., INC."",""unique_id"":""106924822"",""hash"":""06fe1939-339f-2f18-891d-853dead474df"",""levels"":""{C}""}",106924822,"{category_business,small_business}",2008-02-20,2008,2008-12-30,2007-02-15,2009-02-02,2007-02-15,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,IL,,,14,,SUGAR GROVE,USA,UNITED STATES,IL,089,KANE,60554,14,SUGAR GROVE,,,,,,J,A,NONE,1005,"GUNS, THROUGH 30MM",332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",,"{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""14"",""population"":""742235""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""county_code"":""089"",""county_name"":""KANE"",""population"":""532403""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""14"",""population"":""742235""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}",,,,,
27977500,CONT_AWD_SBAHQ08C0032_7300_-NONE-_-NONE-,SBAHQ08C0032,contract,D,DCA,SBAHQ08C0032,,,265000.00,WEBSITE,265000.00,0.00,0.00,2018-02-03 18:54:06.983782+00,BRILLIENT CORPORATION,134718985,abb11c67-a84e-8b63-8131-64520b61bb62,"{""name"":""BRILLIENT CORPORATION"",""unique_id"":""134718985"",""hash"":""abb11c67-a84e-8b63-8131-64520b61bb62"",""levels"":""{C}""}",134718985,"{8a_program_participant,category_business,corporate_entity_not_tax_exempt,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations,subchapter_s_corporation,subcontinent_asian_indian_american_owned_business,us_owned_business}",2008-09-02,2008,2008-09-05,2008-08-18,2009-08-30,2008-08-18,,0.00,0.00,803,,Small Business Administration,,Small Business Administration,,073,,7300,,,,USA,UNITED STATES,VA,,,08,,RESTON,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20416,00,WASHINGTON,,,,,,J,C,NONE,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""county_code"":""001"",""county_name"":""DISTRICT OF COLUMBIA"",""population"":""705749""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""congressional_code"":""00"",""population"":""""}","{""country_code"":""USA"",""state_code"":""DC"",""state_name"":""District of Columbia"",""population"":""705749""}",,,,,
858500,CONT_AWD_0009_9700_SPM44103D0571_9700,0009,contract,C,DELIVERY ORDER,0009,,,257273.00,"4505864651!KIT,REPAI",257273.00,0.00,0.00,2019-09-14 05:01:28.780259+00,RBC BEARINGS INCORPORATED,782725824,ef1944f6-b204-50c0-d287-ee4b0c5727f5,"{""name"":""RBC BEARINGS INCORPORATED"",""unique_id"":""782725824"",""hash"":""ef1944f6-b204-50c0-d287-ee4b0c5727f5"",""levels"":""{C}""}",011689150,"{category_business,other_than_small_business}",2007-10-17,2008,2019-09-11,2007-10-17,2008-04-18,2007-10-17,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,NJ,021,MERCER,12,08628,TRENTON,USA,UNITED STATES,NJ,021,MERCER,08618,12,TRENTON,,,,,,J,C,NONE,3110,"BEARINGS, ANTIFRICTION, UNMOUNTED",332991,BALL AND ROLLER BEARING MANUFACTURING,"{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""county_code"":""021"",""county_name"":""MERCER"",""population"":""367430""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""12"",""population"":""756016""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""county_code"":""021"",""county_name"":""MERCER"",""population"":""367430""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""12"",""population"":""756016""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}",,,,,
14906000,CONT_AWD_FA568207C0019_9700_-NONE-_-NONE-,FA568207C0019,contract,D,DCA,FA568207C0019,,,255729.00,"MAINTAIN HVAC SYSTEM AT BX, BLDG 1411, AREA F, AVIANO AB, ITALY",255729.00,0.00,0.00,2019-06-27 00:18:46.808144+00,SANSON BRUNO,432945012,74afe088-6464-522c-e1ce-1d41fff05c56,"{""name"":""SANSON BRUNO"",""unique_id"":""432945012"",""hash"":""74afe088-6464-522c-e1ce-1d41fff05c56"",""levels"":""{C}""}",432945012,"{category_business,other_than_small_business}",2008-03-10,2008,2012-06-28,2007-09-24,2008-03-07,2007-09-26,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",ITA,ITALY,,,,,,PORDENONE,ITA,ITALY,,,,,,,,,,,,J,A,NONE,Z242,MAINT-REP-ALT/HEATING & COOL PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",,,,,,,,,,,
1180000,CONT_AWD_0016_9700_W15P7T06DN218_9700,0016,contract,C,DELIVERY ORDER,0016,,,252904.00,DELIVERY ORDER FOR  VARIOUS SKL SPARE PARTS.  CUSTOMER IS CLSA.,252904.00,0.00,0.00,2019-09-17 01:12:42.942909+00,SIERRA NEVADA CORPORATION,094373495,fb54bbe0-fe04-c509-6626-452ccc101e66,"{""name"":""SIERRA NEVADA CORPORATION"",""unique_id"":""094373495"",""hash"":""fb54bbe0-fe04-c509-6626-452ccc101e66"",""levels"":""{C}""}",094373495,"{category_business,other_than_small_business,woman_owned_business}",2008-08-28,2008,2018-10-17,2008-07-22,2008-11-25,2008-07-22,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,NV,031,WASHOE,02,89434,SPARKS,USA,UNITED STATES,NV,031,WASHOE,89434,02,SPARKS,,,,,,J,C,NONE,5895,MISCELLANEOUS COMMUNICATION EQUIPMENT,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,"{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""county_code"":""031"",""county_name"":""WASHOE"",""population"":""471519""}","{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""congressional_code"":""02"",""population"":""729771""}","{""country_code"":""USA"",""state_code"":""NV"",""state_name"":""Nevada"",""population"":""3080156""}","{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""county_code"":""031"",""county_name"":""WASHOE"",""population"":""471519""}","{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""congressional_code"":""02"",""population"":""729771""}","{""country_code"":""USA"",""state_code"":""NV"",""state_name"":""Nevada"",""population"":""3080156""}",,,,,
38510000,CONT_AWD_W91GFC08C0068_9700_-NONE-_-NONE-,W91GFC08C0068,contract,D,DCA,W91GFC08C0068,,,251341.20,{PIIN: W91GFC08C0068} SOLAR LIGHT INSTALLATION,251341.20,0.00,0.00,2018-02-03 18:54:06.983782+00,MISCELLANEOUS FOREIGN AWARDEES,123456787,,"{""name"":""MISCELLANEOUS FOREIGN AWARDEES"",""unique_id"":""123456787"",""hash"":"""",""levels"":""""}",123456787,"{category_business,foreign_owned,other_than_small_business,special_designations}",2008-07-26,2008,2011-04-13,2008-05-13,2008-07-26,2008-05-13,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,VA,,,08,,ARLINGTON,IRQ,IRAQ,,,,,,,,,,,,J,A,NONE,9999,MISCELLANEOUS ITEMS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,,,,
36543500,CONT_AWD_VA255657E71050_3600_V797P4474A_3600,VA255657E71050,contract,C,DO,VA255657E71050,,,247585.00,PILL PACKAGING SYSTEM FOR MARION VA PHARMACY,247585.00,0.00,0.00,2018-02-03 18:54:06.983782+00,TALYST INC.,127608060,8fc69f21-4494-937b-9f09-46890af90690,"{""name"":""TALYST INC."",""unique_id"":""127608060"",""hash"":""8fc69f21-4494-937b-9f09-46890af90690"",""levels"":""{C}""}",127608060,"{category_business,small_business}",2007-10-01,2008,2012-05-07,2007-09-20,2007-09-20,2007-10-01,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,WA,,,09,,KENT,USA,UNITED STATES,IL,199,WILLIAMSON,62959,12,MARION,,,,,,J,,NONE,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""congressional_code"":""09"",""population"":""765285""}","{""country_code"":""USA"",""state_code"":""WA"",""state_name"":""Washington"",""population"":""7614893""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""county_code"":""199"",""county_name"":""WILLIAMSON"",""population"":""66597""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""12"",""population"":""687072""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}",,,,,
30947000,CONT_AWD_SPM5M308C0005_9700_-NONE-_-NONE-,SPM5M308C0005,contract,D,DEFINITIVE CONTRACT,SPM5M308C0005,,,245544.00,"4507238425!SEAL,PLAI",245544.00,0.00,0.00,2019-07-21 06:17:51.973619+00,SKF USA INC.,004960829,361dd117-a55e-d41f-a30f-b9139550907d,"{""name"":""SKF USA INC."",""unique_id"":""004960829"",""hash"":""361dd117-a55e-d41f-a30f-b9139550907d"",""levels"":""{C}""}",353945744,"{category_business,corporate_entity_not_tax_exempt,manufacturer_of_goods,small_business}",2008-04-05,2008,2019-07-17,2008-04-05,2008-06-12,2008-04-05,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,IL,089,KANE,14,60123,ELGIN,USA,UNITED STATES,IL,031,COOK,60120,08,ELGIN,,,,,,J,B,NONE,5330,PACKING AND GASKET MATERIALS,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""county_code"":""089"",""county_name"":""KANE"",""population"":""532403""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""14"",""population"":""742235""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""county_code"":""031"",""county_name"":""COOK"",""population"":""5150233""}","{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""08"",""population"":""707268""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}",,,,,
3813000,CONT_AWD_0421_9700_SPM7A207D7006_9700,0421,contract,C,DELIVERY ORDER,0421,,,244063.00,4507678920!RELAY ASS,244063.00,0.00,0.00,2019-09-17 03:00:59.74504+00,CADILLAC GAGE TEXTRON INC.,148744493,1d4f6cd9-d519-955b-fe96-65d5f7aa0ec9,"{""name"":""CADILLAC GAGE TEXTRON INC."",""unique_id"":""148744493"",""hash"":""1d4f6cd9-d519-955b-fe96-65d5f7aa0ec9"",""levels"":""{C}""}",001338979,"{category_business,other_than_small_business}",2008-05-22,2008,2019-09-13,2008-05-22,2009-01-12,2008-05-22,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,LA,071,ORLEANS,02,70129,NEW ORLEANS,USA,UNITED STATES,LA,103,ST. TAMMANY,70458,01,SLIDELL,,,,,,J,A,NONE,5945,RELAYS AND SOLENOIDS,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,"{""country_code"":""USA"",""state_code"":""LA"",""state_fips"":""22"",""county_code"":""071"",""county_name"":""ORLEANS"",""population"":""390144""}","{""country_code"":""USA"",""state_code"":""LA"",""state_fips"":""22"",""congressional_code"":""02"",""population"":""794121""}","{""country_code"":""USA"",""state_code"":""LA"",""state_name"":""Louisiana"",""population"":""4648794""}","{""country_code"":""USA"",""state_code"":""LA"",""state_fips"":""22"",""county_code"":""103"",""county_name"":""ST. TAMMANY"",""population"":""260419""}","{""country_code"":""USA"",""state_code"":""LA"",""state_fips"":""22"",""congressional_code"":""01"",""population"":""806638""}","{""country_code"":""USA"",""state_code"":""LA"",""state_name"":""Louisiana"",""population"":""4648794""}",,,,,
1435000,CONT_AWD_0025_9700_N6600107D0018_9700,0025,contract,C,DELIVERY ORDER,0025,,,240291.93,ENGINEERING AND TECHNICAL SUPPORT SERVIC,240291.93,0.00,0.00,2018-02-03 18:54:06.983782+00,SERCO INC.,928859149,7060530f-def6-afc8-e4cc-e69f2c6324cf,"{""name"":""SERCO INC."",""unique_id"":""928859149"",""hash"":""7060530f-def6-afc8-e4cc-e69f2c6324cf"",""levels"":""{C}""}",298452707,"{category_business,other_than_small_business}",2008-08-21,2008,2019-12-15,2008-08-21,2009-08-20,2008-08-21,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,VA,059,FAIRFAX,11,22180,VIENNA,USA,UNITED STATES,CA,073,SAN DIEGO,92110,53,SAN DIEGO,,,,,,U,A,NONE,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,541330,ENGINEERING SERVICES,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""059"",""county_name"":""FAIRFAX"",""population"":""1147532""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""11"",""population"":""798464""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""073"",""county_name"":""SAN DIEGO"",""population"":""3338330""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""53"",""population"":""796701""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
23669000,CONT_AWD_HQ003408C1015_9700_-NONE-_-NONE-,HQ003408C1015,contract,D,DEFINITIVE CONTRACT,HQ003408C1015,,,240000.00,RESEARCH ON JAPAN'S DEFENSE ALTERNATIVES,240000.00,0.00,0.00,2019-08-08 00:04:17.46547+00,"O'NEIL, WILLIAM D",626822840,5ce3f766-093f-2d1d-7d8d-a9c87c3e09f8,"{""name"":""O'NEIL, WILLIAM D"",""unique_id"":""626822840"",""hash"":""5ce3f766-093f-2d1d-7d8d-a9c87c3e09f8"",""levels"":""{C}""}",626822840,"{category_business,small_business,veteran_owned_business}",2008-01-29,2008,2019-08-05,2008-01-31,2009-01-31,2008-01-29,,0.00,0.00,1231,1173,Department of Defense,Department of Defense,Washington Headquarters Services,Department of Defense,097,097,97F5,9700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of Defense"",""code"":""9700"",""id"":""1173""}",USA,UNITED STATES,VA,059,FAIRFAX,11,22041,FALLS CHURCH,USA,UNITED STATES,VA,107,LOUDOUN,20101,10,DULLES,,,,,,J,A,NONE,B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""059"",""county_name"":""FAIRFAX"",""population"":""1147532""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""11"",""population"":""798464""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""107"",""county_name"":""LOUDOUN"",""population"":""413538""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""10"",""population"":""862308""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
27619000,CONT_AWD_QP01_9700_FA810405G0009_9700,QP01,contract,C,DO,QP01,,,232442.00,FLAP ASSEMBLY,232442.00,0.00,0.00,2019-09-05 02:28:10.860111+00,UNITED TECHNOLOGIES CORPORATION,001447952,9ed02e9c-f238-15f1-47cc-9d58c5eb9dd1,"{""name"":""UNITED TECHNOLOGIES CORPORATION"",""unique_id"":""001447952"",""hash"":""9ed02e9c-f238-15f1-47cc-9d58c5eb9dd1"",""levels"":""{C}""}",001344142,"{category_business,other_than_small_business}",2007-11-08,2008,2008-04-10,2007-09-27,2008-05-31,2007-09-27,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,CT,,,01,,EAST HARTFORD,USA,UNITED STATES,CT,003,HARTFORD,06108,01,EAST HARTFORD,,,,,,NO,C,NONE,1560,AIRFRAME STRUCTURAL COMPONENTS,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""01"",""population"":""715049""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""county_code"":""003"",""county_name"":""HARTFORD"",""population"":""891720""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""01"",""population"":""715049""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}",,,,,
31238500,CONT_AWD_SPM7M208C0077_9700_-NONE-_-NONE-,SPM7M208C0077,contract,D,DEFINITIVE CONTRACT,SPM7M208C0077,,,230370.00,"4508652073!BLADDER,B",230370.00,0.00,0.00,2019-08-31 03:12:05.684922+00,"WING INFLATABLES, INC.",809414048,17f05882-d787-f961-71a2-db43de4be1a2,"{""name"":""WING INFLATABLES, INC."",""unique_id"":""809414048"",""hash"":""17f05882-d787-f961-71a2-db43de4be1a2"",""levels"":""{C}""}",809414048,"{category_business,corporate_entity_not_tax_exempt,small_business}",2008-09-16,2008,2019-08-28,2008-09-16,2009-01-14,2008-09-16,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,CA,023,HUMBOLDT,01,95521,ARCATA,USA,UNITED STATES,CA,023,HUMBOLDT,95521,01,ARCATA,,,,,,J,C,NONE,2090,MISCELLANEOUS SHIP AND MARINE EQUIPMENT,441222,BOAT DEALERS,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""023"",""county_name"":""HUMBOLDT"",""population"":""135558""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""01"",""population"":""711282""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""023"",""county_name"":""HUMBOLDT"",""population"":""135558""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""01"",""population"":""711282""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
5685500,CONT_AWD_177C_9700_SPM30008D3198_9700,177C,contract,C,DO,177C,,,227940.00,"4507945354!BEEF RIB,",227940.00,0.00,0.00,2018-02-03 18:54:06.983782+00,AGILITY PUBLIC WAREHOUSING COM PANY (K.S.C.P),644337248,4f052505-1549-5e09-c765-6d428c36bcb8,"{""name"":""AGILITY PUBLIC WAREHOUSING COM PANY (K.S.C.P)"",""unique_id"":""644337248"",""hash"":""4f052505-1549-5e09-c765-6d428c36bcb8"",""levels"":""{C}""}",644337248,"{category_business,international_organization,other_than_small_business,special_designations}",2008-06-25,2008,2008-07-25,2008-06-25,2008-07-02,2008-06-25,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",KWT,KUWAIT,,,,,,SAFAT,KWT,KUWAIT,,,,,,,,,,,,J,A,NONE,8910,DAIRY FOODS AND EGGS,424490,OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,,,,,,,,,,,
